id,title,author,Date,abstract,link,Type
180,在Windows上使用虚拟机安装Linux操作系统,冯依嘉;王雷;孟丽平,2023/4/18,摘要： Linux操作系统是一种开源的类UNIX操作系统，目前在IT服务器、嵌入式、个人桌面、移动端等领域均有广泛的应用。阐述了在Windows上使用虚拟机安装Linux操作系统。对Linux操作系统进行了介绍；讨论了Linux操作系统的下载；详细讲解了使用虚拟机安装Linux操作系统的方法；总结了Linux的基本使用方法，包括Linux终端的使用、Linux的重启、关机和启动、Linux的基本命令。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCNRiMRjd0nSiScyd-ykuFaQ1DZ7yI7SNX72C46goYRT1nkwzHADVNLsuHbVgpNy_hXqaptDBa68lYPh8po2KqE9UDSlhllFFcfHjMZTuVhwoBmTkZRlGbfvu8fHhCyymCWLFtrVq7WhoQ==&uniplatform=NZKPT&language=CHS,paper information
179,美国计算机科学教育的发展研究,李睿;唐白仙,2023/4/20,摘要： 为推动美国联邦政府重视计算机科学教育的发展质量，构建有制度保障的计算机科学教育体系，实现计算机科学教育的远景发展目标，美国相关专业研究组织联合发布年度《计算机科学教育报告》，旨在为政策制定者、倡导者和教育实践者提供改革的依据和思路，以期缩减计算机科学教育中的现存差距，有效解决计算机科学教育中的诸多问题。通过梳理2020—2022年《计算机科学教育报告》的核心内容，采用内容分析法，分别从计算机科学教育的目标旨向、九项政策、五项原则、实践情况、课程建设等方面进行深入分析，进而引发对我国基础教育阶段信息科技教育发展的一些主动思考：强调目标引领，倡导多方合作；注重持续跟踪，强化数据治理；鼓励融合创新，加强课程建设；重视教师发展，给予全面支持。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCO4CxdsilClk99UwKwM1Rk37v9FZJxtt1RFVZ0TTsAF6ttYrDPjE3ZRIjhEJKh_DnmPzWjPN1nsYj2kzVhUsHCeftIT0Fpm4v9AfyE9ZhiKG4ZnAEWoPq4GXiHHs5q68dH3GFHFV2c4Uw==&uniplatform=NZKPT&language=CHS,paper information
178,产学研融合如何提升科研影响力?——个人与团队视角下的案例剖析,徐艳茹;刘继安;包云岗,2023/4/20,摘要： 当前我国一批产业关键技术面临“卡脖子”困境，而产学研协同不足是导致产业关键技术“卡脖子”问题的原因之一。尽管政府和学界均认可产学研融合对国家科技创新的重要作用，但对产学研融合对个人和团队科研影响力的作用尚未达成共识。借助计划行为理论，在对斯坦福大学图灵奖得主以及加州大学伯克利分校计算机科学系RISC-V科研项目团队的案例进行深入分析基础上发现，制度环境因素，包括产学研融合的创新生态集群、重大产业贡献导向的科研评价体系以及个人与团队贡献互嵌的科研团队管理模式，通过作用于个体行为意愿，强化产学研合作实际行为，在个人和团队科研影响力提升中起到了关键作用。对激发我国科研人员积极参与产学研融合的实践行为具有借鉴意义。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCPvIt5XM0voxhXJihv0ezC8tXg1URDgVnZimwhVmb0eITutzHuSEIS2s2WOt95cRiXijGFEdOaXCwqwBSZeQ1xHjeW_yn5Gh_7XyYM_7W8qmOF__NIxk2c5rSH4CPC5JE7ykBdKuOz4_A==&uniplatform=NZKPT&language=CHS,paper information
177,师范高校计算机专业人工智能课程设置探讨,耿庆田;王春艳;范木杰;赵宇,2023/4/20,摘要： 新一代人工智能技术的快速发展，给师范高校计算机专业带来了新的机遇。本文就长春师范大学计算机专业开设人工智能课程的必要性以及人工智能课程的目标、内容、评价等方面进行探讨，以期构建产教融合的“实践+创新”应用型人才培养模式。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCP5zJwHoaRYlpYlxhQ8fSBkpkFohD0PUB083fkpfH9H1-9gKO4_0GbIQ0sNQCjKyoUw5lNsasTjxpLy_82IBhGR8RmBE6UOUIEpWihrpGVL9y50F75ZTl6tDSo_X-oNDtpa6xRyIooDSg==&uniplatform=NZKPT&language=CHS,paper information
176,黄淮學院,,2023/4/22,摘要： <正>教育部应用技术大学改革战略研究试点院校全国首批深化创新创业教育改革示范高校全国创新创业典型经验高校河南省硕士学位授予重点立项建设单位河南省文明校园（标兵）单位河南省5G智慧校园试点高校河南省“三全育人”综合改革试点高校河南省高等教育质量社会满意高校国家级科技企业孵化器、国家级众创空间中国大学生创新创业产学研合作创新示范基地河南省大中专毕业生就业工作先进集体2020年度国内高质量就业示范高校国家级一流专业:动画、计算机科学与技术、新能源科学与工程,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCP5zJwHoaRYlpYlxhQ8fSBkO7Js618vo6-ZdNmA2WkZ4dbBJkuvw-Wm3C8RwGI76DYnAqmnnt5YrsP2MZXfXUshM2wfodtKnM8glAJCZeVbombmV7EpZss7p78GV6F49rew46DfUgMR9Q==&uniplatform=NZKPT&language=CHS,paper information
175,计算机科学与技术在工程建设项目中的运用,齐聪泽,2023/4/22,"摘要： 计算机科学与技术在工程建设项目中的广泛应用提升了项目完成效率和项目质量。通过计算机辅助设计软件实现精确的三维模型设计、优化和冲突检测。传感器、物联网和人工智能技术的应用使得施工过程自动化,实现实时监测和远程控制。通过项目管理软件提供任务分配、资源管理和进度跟踪,提升团队协作与管理效率。计算机相关技术的运用能够推动工程建设项目向智能化、数字化和信息化方向发展。然而,信息安全、技术标准和人才培养仍然是需要关注的问题。通过加强合作、创新和人才培养,计算机科学与技术将为工程建设项目带来更多机遇并不断提升整体水平。",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMrP5FBuUHFHl2spyTY5nWjtNMNNbK8UTuMblM7sF7O-GbI7KknEL-wmsoZ_D2UYxe4j_IwTv9DPS5brXArY0KpQxB2e80rAIyLxwYYyXuEq8CI6Hb2Csk01L9N0Z3KHUCBKzhoMW0zlQ==&uniplatform=NZKPT&language=CHS,paper information
174,中小学生人工智能素养测评工具研究,章恒远,2023/4/22,"摘要： 以人工智能为代表的新一轮科技革命正在重塑现有的教育生态,对人才培养提出了更高的要求。然而,目前人工智能教育缺乏明确的核心素养。针对这一问题,本研究围绕人工智能素养的内涵、框架、学段内容与要求、测评工具开发与应用四个方面展开,旨在丰富人工智能素养研究,为人工智能教育的一线教学提供参考。首先,明确人工智能素养的内涵。人工智能素养是个体在人工智能时代生存与发展的必备素养,它是集人工智能意识、人工智能思维、人工智能应用与创新和人工智能伦理与社会责任为一体的多维复合结构体。接着,从人工智能素养的内涵出发,遵循建构原则,初步构建素养框架。紧接着,使用德尔菲法修改和完善框架,并用层次分析法确定各级指标权重,由此完成中小学生人工智能素养框架的建构。该框架由四个一级指标和十五个二级指标构成。其次,将中小学教育阶段划分为四个学段,根据中小学生人工智能素养框架,编写适用于小学低段(1-3年级)、小学高段(4-6年级)、初中学段(7-9年级)和高中学段(10-12年级)四个学段的内容与要求。最后,为检验该框架的实用性,基于学段内容与要求,以高中生为例,开发并应用人工智能素养测评工具,包括测评问卷和试题,二者均...更多",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMIOCycS_CXGuTfignSjZLHvRdrlZkPOg-c3LtqN2zb6_h3LuNWvP2F8LF0H1lXNfeMj-UYeKMeIgGy8aq5KFYJGdHKVvi2N-jLvz0ZlOePSby_PXbhEgroFOht9BXR1-Cq8FvvkBJHnQ==&uniplatform=NZKPT&language=CHS,paper information
173,数学是一个很漂亮的东西——对话2022未来科学大奖“数学与计算机科学奖”获得者莫毅明,祝传海,2023/4/25,摘要： <正>“数学应该是一个很漂亮的东西。”香港大学理学院谢仕荣卫碧坚基金教授（数学）及数学系讲座教授、香港大学数学研究所所长、香港科学院副院长莫毅明说。这些年来，莫毅明致力于多复变函数论、复微分几何与代数几何研究。1988年，他结合非线性偏微分方程领域的里奇流方法与代数几何领域里关于有理曲线的理论，解决了广义弗兰克尔猜想。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMIOCycS_CXGuTfignSjZLHydiNnKCzM-Z1RsLRWk20n_5eRlctGdY6mwky4s_HNxMejY9eNolDK5l0n2P5XhmQQUcsz9SRWtP3A88XFBi-PjmeUoha1jIaASwAD1xmBd1RbyRU51nl7A==&uniplatform=NZKPT&language=CHS,paper information
172,基于语步结构的学术论文语篇构式研究,杨延宁;邹航,2023/4/25,摘要： 通过引入学术论文特有的语步特征，提出了一种新的基于语步结构的学术论文语篇构式分析框架。新框架尝试从语义特征、语用因素、句法构式和具体词汇等维度对学术论文语篇的宏观形式进行系统描述，同时融合不同语步结构及其功能差异对语篇构式产生的影响，较好地揭示了不同语篇结构中重要的言语特征，在呈现语篇结构特征的同时，突出其意义特征。基于该分析框架，结合Swales CARS模型中的相关语步结构，并以评价理论中的介入资源为切入点，对40篇计算机科学期刊论文引言部分进行分析，提取了对应的引言语篇构式，其中包括引言语篇不同语步结构中高频使用、固化程度显著的介入资源句法构式。实证研究结果表明：基于语步结构的学术论文语篇构式分析框架能够对引言语篇固有模式进行高度抽象，有助于对引言语篇的结构机制、各语步阶段特征及评价性语言使用规律进行较为系统和形式化的研究和阐释。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCNHgMWyb0HbOybZ1ri0vxNvqHRURHReQE2ciTtQ0hjaeCtGe-12oH8OaSFh41DZ1wy5dhz9wT-bv84u5Yp0u1VMAOzL0GzxOaOX-OxAzoRxvSxMhAInJpc8YjHvmvkXboCA_apeN1G7YQ==&uniplatform=NZKPT&language=CHS,paper information
171,工程认证背景下地方性高校计算机科学与技术专业人才培养路径探究,张文博,2023/4/25,摘要： 地方性高校计算机科学与技术专业人才培养目前存在明显的困境，具体表现为毕业生从事科学研究或者工程实践都存在较为明显的职业发展天花板。工程教育专业认证为解决这一问题提供了基本的方法论和操作指南，据此，探讨了与此相应的人才培养路径并设计了符合学习者认知规律、递进式的参考课程体系。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCNHgMWyb0HbOybZ1ri0vxNvqHRURHReQE3GpaAFz0-ano5rCs7aTQrQmAZtb0LcCpXvpLiPXduBPYcd7uM3i2jtPd0rQ1AGkDCxT-Vm3mhoynm3PyKRmEVyR9WX-h2NLcV1b9h05GJTNw==&uniplatform=NZKPT&language=CHS,paper information
170,算法修辞：媒介实践新形态与数字人文新取向,全燕,2023/4/25,摘要： 算法修辞是一种计算媒介实践。算法修辞特性与算法的自动化与媒介化过程密不可分，对我们的政治、经济、文化、社会生活施加有说服力的影响。对算法修辞的概念化建构始于相关研究者对计算机科学与修辞学交叉领域的关注，在数字媒介文化的语境中理解算法修辞，就是揭示算法如何通过让某些规则发挥作用并影响选择，导致特定事物变得重要。以元算法修辞、中观算法修辞和微算法修辞作为三层分析框架，能够将算法的修辞学批评引入核心领域。从实践论的角度出发，算法修辞不仅能够成为数字修辞学的新发展，同时也可延伸为数字人文的未来研究方向。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCPbiliQf1iNv9362lRciyRxc70SH77oDlIXcb4_mVbESk56MN_je5GgqOB5p1kuYHa5T0K5rqG8OxGDqEG8ZfB20zzUT6XPRw6awa2c3s5XoWZQA7wM6YZW0rtpkmFkexQJ9-pTK8y8OQ==&uniplatform=NZKPT&language=CHS,paper information
169,应用计算语言学方法对“一带一路”倡议进行语料库分析例,Enno Bettinga,2023/4/27,"摘要： 2013年9月,中华人民共和国主席习近平首次提出了“一带一路”倡议,这是全球最大的基础设施和贸易项目,涉及119个国家,覆盖率约占全世界人口的60%,其计划到2050年实施7000个基础设施项目。“一带一路”倡议的目的是通过创建和连接基础设施、贸易、金融和政治等方面,建立一个新的国际合作平台,因此也致力于加强世界各地人民之间的文化交流。从中国提出“一带一路”倡议以后,在世界范围内,人们对这个基础设施项目既有善意的看法,也有怀疑的态度,西方媒体和政府圈子尤其对该倡议进行了有争议的讨论。有一种观点认为,中华人民共和国近几十年来的迅速崛起并不代表机会,而是一种威胁,实施一带一路代表着中国在全球范围内的权力诉求,其目的是重新规划中亚和欧洲的权力平衡,使之有利于中国,这种观点和声音在政治层面上越来越强。因此,延伸至欧洲和德国的“金砖”基础设施项目也成为德国联邦议院辩论的一个话题。德国联邦议院作为德意志联邦共和国的宪法机构,在会议上处理立法、动议和与政府有关的程序,并就金融、安全和能源政策等领域的外交和国内政策进行辩论。自1949年以来,议会辩论的过程由联邦政府速记处记录,并写成演讲稿,世界公众可...更多",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCP6abqvCh3KdTsul6l1fp7AZVnC1P2EWMxmnA6vcUZzFZf8CCVUDZ76nN4t19jAVfkZJMi-0rkJs6zepmHCwZKnGo1vpYe_AdEOJ7rG_5yBGIagYWTYiOILIf60nsMJvCa0WBFffbRncA==&uniplatform=NZKPT&language=CHS,paper information
168,基于动态主题模型的学科研究趋势与学者研究主题的关系研究——以计算机学科为例,刘俊伟,2023/4/28,"摘要： 在当今快速发展的科技环境下,研究主题的数量呈现出指数级的增长,这为学术研究带来了新的机遇和挑战。在研究人员的职业生涯中,他们可能会探索各种科学问题,研究主题会随着时间和科技的推进而发生改变。对于寻找一个好的研究主题,研究者必须考虑的复杂性因素非常多,其中学科中的主题研究趋势方向也会对研究人员是否选择研究主题产生重要影响。在进行学科领域研究趋势分析时,现有的研究集中在学科层面,对学科领域的研究前沿热点或者新兴主题进行分析。探究学者研究主题与学科研究趋势的关系的研究较少,评估学者的趋势追踪能力依赖于学者自我评价或他人的评价,结果较为主观。为此,本研究通过拓展动态主题模型,并设计研究趋势和学者跟踪趋势度相关量化指标,提出了量化学科研究趋势与学者研究主题的方法。本研究基于AMiner平台上计算机学科中机器学习、计算机网络和理论计算机科学三个子领域2006年至2017年的学者论文数据,进行学者研究趋势与学者研究主题关系量化的实证研究分析,探究了研究趋势指标和追踪度指标的分布和相关性情况,利用聚类算法确定了5种主题类型和6种学者类型,并分析了主题与类型的分布情况,了解学者的选题等行为特征。以及主要...更多",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCP6abqvCh3KdTsul6l1fp7AZVnC1P2EWMxmnA6vcUZzFRWoNq248JtuO3djSKds7jVeNodv3q07r2g_eVL-LB07P5cV6wau8aOM9wACayZ7hp76Y7_0nsbNe-zECgFUMZcGL54dL05QGA==&uniplatform=NZKPT&language=CHS,paper information
166,信息与计算科学&计算机科学与技术：数学与计算科学相互交织的两个世界,施海洋;小王,2023/5/1,摘要： <正>讲述人：施海洋（信息与计算科学）、小王（计算机科学与技术）专业类别：信息与计算科学（数学类）、计算机科学与技术（计算机类）适合人群：数理基础好，逻辑思维能力强，沉稳踏实、有耐心、有毅力，对计算机编程感兴趣的同学选科要求：2023年新高考，必选物理，极少数院校要求再选化学；2024年新高考，必选物理和化学；2023年老高考，仅招理科考生,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCOcURN2Z6ilOwDdhTjYAzI36UOxxHDuG7KC6JB9M8u9FyOniyvB6uCaVXjH5COHcGhUg-z_LuzcZUCLCet_hK5JYLfLU0jREtNTX33tfh2-_U3sC38-ByAaG-AJPxXbrjnztHKRbj1bwg==&uniplatform=NZKPT&language=CHS,paper information
167,基于产教融合的Co-op实习体系建设与创新实践——以计算机科学与技术专业为例,许京然;程葳,2023/4/28,摘要： 在我国双教融合背景下对人才培养提出了新的要求，校外实习实践课程作为毕业前培养体系中最后一个环节，也是提升学生实践能力最重要的教学环节，然而我国大学生实践能力培养的薄弱之处主要体现在此环节。故在借鉴加拿大Co-op实习体系基础上，结合计算机科学与技术专业发展情况，建设符合我国产教融合背景以及人才培养需求的Co-op实习体系。高校充分发挥企业与学生之间桥梁作用，建立“学校-企业-学生”三位一体匹配机制，不断提升企业与学生之间双向选择契合度。高校积极引入政府与企业资源，并将其合理安排到教学体系中。让政府、企业、高校和学生四者有机结合，发挥各自的优势与作用，为高校学生提供大学四年全周期贯穿式培养体系，更好地提升学生实习实践质量。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCOcURN2Z6ilOwDdhTjYAzI3S9K30tC1eDLL4xT70fQ9F0GALOIMYErkGfJBp7WSO7Ci5weClTp7nOgrTVg31-Rk7JVx2qE5ntHEhlrjHgXJWIuOjPPII6764qBsueq59yoL4Tpzj-Qeqg==&uniplatform=NZKPT&language=CHS,paper information
165,知识建构理念下中职学生计算思维能力培养的学习活动设计与实践研究,刘妍君,2023/5/1,"摘要： 随着脑科学、AR技术、VR技术、元宇宙等新概念和新技术的更新迭代,为培养适应时代特征、具有独立思考能力的青年,如何有效地培养学生计算思维能力成为各教育阶段关注的重点。在国家大力发展职业教育的大背景下,为培养出具有一定高阶素养,能适应数字时代发展的技术型人才,2020年中职信息技术课程改革中明确将计算思维纳入学科核心素养,但目前对于中职学生计算思维能力培养的研究有限,本研究希望在考虑中职学生的学情的前提下,结合能有效指导高阶思维能力培养的知识建构理念,设计一套适合中职学生计算思维能力培养的学习活动框架并组织合适的学习资源,以期为培养中职学生的计算思维能力提供路径和参考。本研究首先通过文献研究法梳理了国内外计算思维能力培养和知识建构理念应用于教学的相关研究成果,依据计算思维过程化特点,确定本次研究的具体学习目标。其次,结合中等职业教育特点,用知识建构理念设计学习框架,并结合实际学情设计学习内容。然后,将学习活动框架和学习内容在真实的中职信息技术课堂进行实践,设计计算思维能力测试题、学习活动调查表对学生学习效果进行评价,并对学生进行访谈。最后,使用数理统计工具对评价结果进行分析,检验本研究设...更多",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCOxzZ1Tz32E4gUthrKe8Oa39mkymmMBYPrGRlcqWNLdJP6_L7_hJ_XgQcnuXn2DNI08j5SVie3OrFhq7nhKkUcUnceUOZu9SvvcpebMVpgKqD_9DNokaftrfZpLKYZkE_BaP6Mbv4vVBg==&uniplatform=NZKPT&language=CHS,paper information
